ID,edf,ref.df,pval,r2,padj,symbol,chr,start.true,end.true
ENSMUSG00000005142,1.0000000004930416,1.0000000009860843,0.029072682593395016,0.0651587693217357,0.09348129451252417,Man2b1,8,85083269,85098739
ENSMUSG00000005150,1.5291939502312222,1.8971420309693794,0.3721863792564828,0.059827050189803055,0.5147806075470025,Wdr83,8,85075035,85081306
ENSMUSG00000005161,1.0000000004775265,1.0000000009550545,0.7317903198127059,0.055822406434338556,0.7978238844055598,Prdx2,8,84969586.99999999,84974834
ENSMUSG00000005198,2.866021391670865,3.659215991527419,0.07039926840547017,0.07227373366969658,0.17038906160903006,Polr2a,11,69733997,69758637
ENSMUSG00000005204,1.0000000003711216,1.0000000007419438,0.1715267476228718,0.059354324047504625,0.3164700140643391,Senp3,11,69673115,69682084
ENSMUSG00000005220,6.187199027164698,7.298995504315787,3.144222014249687e-4,0.10785295590679544,0.0037431214455353416,Corin,5,72300024.99999999,72504472.99999999
ENSMUSG00000005225,1.2327686795852884,1.433630922593396,0.3951635027084024,0.058445999374559965,0.530420809004567,Plekha8,6,54595110.99999999,54645838.99999999
ENSMUSG00000005233,3.119518560471493,3.8488499557994023,0,0.16246779564479374,0,Spc25,2,69193895,69206194
ENSMUSG00000005251,1.0000000085053886,1.000000017010774,0.538254643534957,0.05635000867290707,0.6492818377985006,Ripk4,16,97741932.99999999,97763736.99999999
ENSMUSG00000005262,1.0000000002577762,1.0000000005161473,0.1101243679359527,0.06072733662136576,0.23530847849562544,Ufd1l,16,18811778.999999996,18835261
ENSMUSG00000005268,4.430406537023987,5.455803723856197,1.3550774974380175e-4,0.1057323174231356,0.002150916662600028,Prlr,15,10177238,10349179.999999998
ENSMUSG00000005299,1.1410136018875372,1.2693657317679157,0.17809402178165284,0.06033431671774092,0.3255832208074092,Letm1,5,33739672.99999999,33782817
ENSMUSG00000005312,1.2333940833063066,1.4332566601634789,0.007363457501960491,0.0737785281427733,0.035685046657933296,Ubqln1,13,58176156,58215652.99999999
ENSMUSG00000005320,2.681043298327084,3.4056325348543672,2.315620164172749e-6,0.11907577517284329,8.57637097841759e-5,Fgfr4,13,55152640,55168758.99999999
ENSMUSG00000005338,1.303438222953029,1.552118906094616,0.6359555802264242,0.057304122143419844,0.7210380728190751,Cadm3,1,173333258,173367695
ENSMUSG00000005354,1.0000000005050684,1.0000000009988594,0.45401949897970406,0.05671692827500019,0.5739816674838231,Txn2,15,77915047,77929006
ENSMUSG00000005362,2.5731766633669655,3.2944470312389584,0.029500652094914426,0.0746593146877772,0.0938494098009674,Crbn,6,106780200.99999999,106800077
ENSMUSG00000005370,1.0000000003979113,1.0000000007574945,0.16076342766220414,0.05955044264172693,0.30244218842113424,Msh6,17,87975050,87990883
ENSMUSG00000005371,1.0422485641351442,1.083415587912711,0.0027300068579342307,0.07444303236036176,0.017278524417305256,Fbxo11,17,87990859,88065291
ENSMUSG00000005373,1.0000000042357762,1.0000000084715506,0.010143131531613392,0.06884339494231473,0.04448741899830436,Mlxipl,5,135089890,135138382
ENSMUSG00000005374,1.0000000011121821,1.0000000022389834,0.34542902278104165,0.057381693198617745,0.4865197503958333,Tbl2,5,135149657,135165760
ENSMUSG00000005378,1.0000000003180824,1.00000000063362,0.14532692425003607,0.05985937702931021,0.2877760876238338,Wbscr22,5,135052957,135064959
ENSMUSG00000005397,5.089893561033264,6.211743066500577,1.32923279991648e-4,0.10840403803442877,0.0021439238708330323,Nid1,13,13437602,13512274.999999998
ENSMUSG00000005410,2.373350022284068,2.9791826813122726,4.3284678402105703e-4,0.09299845361642334,0.004654266494850076,Mcm5,8,75109528,75128439
ENSMUSG00000005413,2.3578356862132783,2.851451123412042,0.022586882166816258,0.07444811590033862,0.07788580057522847,Hmox1,8,75093591,75100596
ENSMUSG00000005417,1.4157821305096605,1.7322495277415308,0.2302082993870999,0.06130557639235745,0.3796771862218753,Mprip,11,59661305,59780860
ENSMUSG00000005442,1.9950994961854533,2.5562214681385216,0.013180335821270817,0.07619350713689599,0.05279797027832589,Cic,7,25267704,25294159
ENSMUSG00000005447,1.0000000005779592,1.000000001153664,6.566815521765745e-4,0.07874606730582434,0.00608038474237569,Pafah1b3,7,25295049,25297985.999999996
ENSMUSG00000005465,1.871564642270344,2.3904589548095094,0.013199492569581472,0.07533955443255824,0.05279797027832589,Il27ra,8,84030287,84042575
ENSMUSG00000005469,5.045085894025437,6.149066109221352,0.3255055585122817,0.06795081958681926,0.47193404331049577,Prkaca,8,83972978,83996445
ENSMUSG00000005481,1.000000000781215,1.00000000159986,0.1335581650714488,0.06012081723758089,0.27201255615366354,Ddx39,8,83715177,83726891.99999999
ENSMUSG00000005483,1.0000000009535936,1.0000000018931445,0.34077926054323127,0.05741661331674597,0.48337483764997347,Dnajb1,8,83608175,83611902
ENSMUSG00000005501,1.0000000007424517,1.0000000014880173,0.027854855273465262,0.06530617926065774,0.0901451626972986,Usp40,1,87945118.99999999,88008551
ENSMUSG00000005505,1.0000000003627456,1.000000000725079,7.690695303477768e-4,0.07816711266612508,0.006609788666987143,Kbtbd4,2,90904739.99999999,90911626
ENSMUSG00000005506,2.128475448952881,2.7241727537232077,0.001797835771664813,0.08547869757518334,0.012750608309679523,Celf1,2,90940382,91019497
ENSMUSG00000005510,1.0000000003187746,1.000000000638398,0.9593972639884498,0.055590358930851735,0.9720337021159573,Ndufs3,2,90894634,90904827
ENSMUSG00000005514,1.0000000017115935,1.0000000034231924,0.030418968981382632,0.06500308429408408,0.09505927806682073,Por,5,135670033,135735326
ENSMUSG00000005534,1.524895849073758,1.9003230016183872,0.39995146365335743,0.05954809003410744,0.5318503506028689,Insr,8,3150922,3279617
ENSMUSG00000005547,1.0000000012561499,1.0000000024931235,0.980347513659994,0.05558634882551872,0.9872583219133877,Cyp2a5,7,26835305,26843548
ENSMUSG00000005566,1.0000000003382867,1.0000000006773155,0.10810552717024335,0.060786130687243034,0.23198610980738915,Trim28,7,13024151.999999998,13031035
ENSMUSG00000005575,1.000000001189452,1.0000000023833844,0.37785299542140055,0.057154827526136764,0.5183168661473259,Ube2m,7,13035120,13038274.999999998
ENSMUSG00000005580,2.8573095978977383,3.6687251169524524,7.366609617928677e-4,0.09383811295589184,0.006461938261340945,Adcy9,16,4287529,4420497.999999999
ENSMUSG00000005583,4.381974643941854,5.455560562078442,0.01412585242086195,0.0842955019184527,0.05496440630685584,Mef2c,13,83504033.99999999,83667080
ENSMUSG00000005609,1.0000000015344683,1.0000000030391754,0.002464241742681117,0.07392297374771573,0.01604171084445023,Ctr9,7,111028950.99999999,111056377
ENSMUSG00000005610,1.0000000003852039,1.0000000007705145,0.08391492588807692,0.06160082663038491,0.19606291095345074,Eif4g2,7,111070568,111083030
ENSMUSG00000005615,1.0000000004307172,1.0000000008614383,0.5082344621753332,0.0564689237538083,0.6274499533028804,Pcyt1a,16,32430920.999999996,32475069.999999996
ENSMUSG00000005621,1.8172562013316556,2.3128135144747732,4.8172549285890875e-4,0.08889204062568723,0.004915566253662334,Zfp592,7,80993681,81045164
ENSMUSG00000005625,4.143842511059489,5.156146585804326,0.37693107666537595,0.06421445570986639,0.5183168661473259,Psmd4,3,95032693.99999999,95042614
ENSMUSG00000005628,3.1093635580228374,3.9120913577634226,0.1832091105985008,0.0668615684022964,0.33190056267844353,Tmod4,3,95124476,95129208.99999999
ENSMUSG00000005656,1.0000000010539793,1.0000000021119348,0.2765782022040492,0.05797358985030332,0.4328297374085277,Snx6,12,54746348.99999999,54795702.99999999
ENSMUSG00000005667,1.8262240506724376,2.302423722617157,0.4376544671285403,0.05999610600791161,0.5632618624562938,Mthfd2,6,83305691,83325908
ENSMUSG00000005672,1.919555156647752,2.469233801749052,0.004338589943918558,0.08056255960715453,0.024934424965049183,Kit,5,75574916,75656722
ENSMUSG00000005674,5.501445750519024,6.676250776930107,0.02382304624991305,0.08428122339885491,0.08075608898275609,Tomm40l,1,171216010.99999997,171222514
ENSMUSG00000005677,1.0000000003107141,1.000000000631685,0.06394573694003097,0.06249277990860291,0.15828152707928458,Nr1i3,1,171213970,171220701
ENSMUSG00000005681,3.1522288677698778,3.969365785863989,0.1824306126910018,0.06786686600925596,0.33109004118149143,Apoa2,1,171225054,171226378.99999997
ENSMUSG00000005682,1.000000000446868,1.0000000008941592,0.011805477646886109,0.06830600257335173,0.049812141969983584,Pan2,10,128303335,128321358
ENSMUSG00000005683,1.0000000004310616,1.0000000008621222,0.006125055666840129,0.07064129559148369,0.03127822692446301,Cs,10,128337831.99999999,128362479.00000001
ENSMUSG00000005687,1.0012789295587123,1.002556878425767,0.3504774208928976,0.05734920098525598,0.491553184983026,Bcas2,3,103171655,103179166
ENSMUSG00000005698,2.672891317595993,3.429211165209966,0.006999411682320489,0.08171153185788071,0.0343108415800024,Ctcf,8,105636568,105682921.99999999
ENSMUSG00000005699,1.2927583294196536,1.5396771960764957,0.628852185834833,0.05732485730508741,0.7162325578984431,Pard6a,8,105701153.99999999,105703493
ENSMUSG00000005718,3.0630792962068263,3.86275532914347,0.18762313634566907,0.067585425118459,0.33734367443135194,Tfap4,16,4544661,4559720
ENSMUSG00000005732,1.1316445509404558,1.2523419348686113,0.2519148568149408,0.05914811304485201,0.4025107644762581,Ranbp1,16,18239784,18248732
ENSMUSG00000005763,4.630521357774353,5.725712957848817,0.3974491583940446,0.06617833632684977,0.5304244439220549,Cd247,1,165788681,165877277
ENSMUSG00000005774,1.0000000004818228,1.0000000009636427,0.04195131428824239,0.06390588099358085,0.11817271630490814,Rfx5,3,94954074.99999999,94961560.99999999
ENSMUSG00000005779,1.4017671993512448,1.7119850179583562,0.586629577586638,0.05783118523375874,0.6805447535807866,Psmb4,3,94884093,94886961
ENSMUSG00000005802,1.0000000006644971,1.0000000012873391,0.12439028280022058,0.06034294456877076,0.25753681739176104,Slc30a4,2,122681232.99999999,122702663
ENSMUSG00000005803,1.0000000016475898,1.0000000032929612,0.0024704234700453354,0.07391389126883019,0.01604171084445023,Sqrdl,2,122765237,122809569
ENSMUSG00000005804,1.0000000015952437,1.0000000031896201,0.42427486309102835,0.056873986193608506,0.5540066619393305,Bloc1s6,2,122738503,122749474.99999999
ENSMUSG00000005813,8.26328336621867,8.853621724515662,0.0024444220709286535,0.09862452067605987,0.01604171084445023,Metap1,3,138458956,138489514.99999997
ENSMUSG00000005823,2.615754883663902,3.318953302687324,4.4447598756991447e-4,0.09309732197971521,0.00472846795287143,Gpr108,17,57234914,57247640.99999999
ENSMUSG00000005836,1.0000000011239223,1.0000000022455142,0.36304600108882684,0.057254962245074426,0.5049318513057397,Gata6,18,11052510,11085635
ENSMUSG00000005846,4.743378909168575,5.867685115308138,0.45898891597475444,0.06519505275103843,0.5788006506617333,Rsl1d1,16,11192969.999999998,11203331
ENSMUSG00000005871,1.8577430085464028,2.3917439977881636,0.001747353189881784,0.08412347866591108,0.012481094213441315,Apc,18,34220924,34322189
ENSMUSG00000005873,1.0000000004983205,1.00000000099551,0.3229616371743979,0.057556563733086374,0.4707895585632622,Reep5,18,34344888.99999999,34373415
ENSMUSG00000005881,1.000000001826206,1.0000000036524155,0.4419993154048337,0.056778443542279455,0.564039514632875,Ergic3,2,156008044.99999997,156018279
ENSMUSG00000005882,1.0000000013626185,1.0000000027429292,0.3362820316145085,0.05745100262587455,0.48040290230644067,Uqcc1,2,155846894,155930310
ENSMUSG00000005886,2.1892283599821782,2.816686139996356,2.4955593259701203e-4,0.09465921488279172,0.00315893585565838,Ncoa2,1,13139104.999999998,13374082.999999998
ENSMUSG00000005893,2.3937538346017004,3.088196726918443,0.002676564378208457,0.08472751233521347,0.017160855342427245,Nr2c2,6,92091389.99999999,92174293.99999999
ENSMUSG00000005897,1.0000000039409553,1.0000000078487352,0.001381889303604722,0.07602612639025685,0.01070080089421657,Nr2c1,10,94148023,94197211
ENSMUSG00000005899,1.0000000005590943,1.0000000011190782,0.5650151036040665,0.05625374301127439,0.6680186352529188,Smpd4,16,17619353.999999996,17644828
ENSMUSG00000005907,1.0000000033254286,1.0000000066516304,0.14053263632572371,0.05996291608527626,0.2816963077574349,Pex1,5,3596066,3637232
ENSMUSG00000005936,5.971319040186307,7.171142162247415,0.2052132074969628,0.07195205876199551,0.3556554722651002,Kctd20,17,28951950,28969548.999999996
ENSMUSG00000005949,1.000000000425539,1.0000000008343768,0.11504302217609247,0.060588907838511896,0.24334049148458634,Ctns,11,73183596,73199041.99999999
ENSMUSG00000005951,1.0000000004091714,1.0000000008133707,0.7847018712548517,0.05573588745354252,0.8419547974837464,Shpk,11,73199460,73224511
ENSMUSG00000005968,6.255737366432074,7.385391925016858,0.3811682188625708,0.0662126628606563,0.5192691914697407,Tuft1,3,94612757,94658872
ENSMUSG00000005973,1.0000000007326995,1.0000000014653996,0.5234377858033988,0.05640719145724471,0.6391181755841256,Rcn1,2,105386291,105399318.99999999
ENSMUSG00000005981,1.0000000005720722,1.0000000011443801,0.03214220299066306,0.06481395118408251,0.09889908612511711,Trap1,16,4039970.9999999995,4077827
ENSMUSG00000005982,1.3117226134083062,1.5665573703726319,0.8846740153067159,0.056350378697086145,0.9167606376235397,Naa60,16,3872375,3904779.9999999995
ENSMUSG00000006005,1.9819403313055584,2.5680817872006805,0.10994617529249495,0.06698227760509035,0.23530847849562544,Tpr,1,150392837.99999997,150449934.99999997
ENSMUSG00000006010,1.0000000010675199,1.0000000021350386,0.061650077053545915,0.06261401107377063,0.15489969108931137,BC003331,1,150361305,150393080
ENSMUSG00000006014,1.0000000074315145,1.0000000148630308,0.004422506370747148,0.07181042598193277,0.025215239246008093,Prg4,1,150449412,150466165
ENSMUSG00000006019,1.0000000006184193,1.000000001236838,0.8757549174054305,0.05563450661135905,0.9084594578894508,Dhx34,7,16197146.999999998,16222037
ENSMUSG00000006021,1.6781972355608683,2.128500846355513,0.3875140591077832,0.059963354380417444,0.5247984535092383,Kptn,7,16119895,16127516
ENSMUSG00000006024,1.728495265780186,2.184821527391171,0.26683799537201985,0.06179752012378692,0.42088011888331206,Napa,7,16098458,16117974.999999998
ENSMUSG00000006050,1.0000000015603465,1.000000003120692,0.3144248700795137,0.057627284306720594,0.4647894396266857,Sra1,18,36666681,36679366
ENSMUSG00000006057,4.812985360144735,5.927560104426327,0.32681464196485577,0.0674870770094258,0.4724104706857505,Atp5g1,11,96068852,96075670
ENSMUSG00000006058,1.0000000012831574,1.000000002566317,0.07375855084140204,0.062022125140690054,0.1751984580555868,Snf8,11,96034885,96047429.99999999
ENSMUSG00000006095,2.9371073696378818,3.723801135909192,0.18855471488367287,0.0673951210142042,0.33734367443135194,Tbcb,7,30224131,30232272
ENSMUSG00000006127,1.0000000038244676,1.0000000076487898,0.5311484941127802,0.05637707579383355,0.6430369178120826,Inpp5k,11,75630988,75648871
ENSMUSG00000006134,1.5762003228338295,1.9854430169833184,0.016761548624597722,0.07225203096335275,0.06231058968251941,Crkl,16,17451987,17486255
ENSMUSG00000006169,1.0000000021824038,1.0000000043437594,0.06283614301375351,0.06255078855716845,0.1566986110068666,Clint1,11,45852050.99999999,45910624.99999999
ENSMUSG00000006191,1.491501124524934,1.848877279757844,0.0055119718437711684,0.07710859378696755,0.028858491328644858,Cdkal1,13,29191746,29855673.999999996
ENSMUSG00000006205,1.0000000005323069,1.000000001064615,0.5485693926618682,0.05631186267971333,0.6585466898701899,Htra1,7,130936110.99999999,130985660
ENSMUSG00000006215,1.067440976216968,1.1320376461276038,0.05698855204053005,0.06362667593487792,0.1471138949687819,Zbtb17,4,141444654,141467930
ENSMUSG00000006218,5.953794587884614,7.071356427404032,2.1733202671792018e-5,0.11793207648280057,4.829600593731559e-4,Fam131c,4,141368219.99999997,141384175
ENSMUSG00000006241,1.0000000003632672,1.0000000007302299,3.833153135657241e-5,0.08926300725944092,7.666306271314483e-4,Ccdc159,9,21927471,21935872
ENSMUSG00000006262,2.216193557925401,2.8641011262276814,0.002381202841187091,0.08509275002633032,0.01587468560791394,Mob1b,5,88720855,88764220
ENSMUSG00000006273,1.0000000003583023,1.0000000007142777,0.9977717682268082,0.05558513870028503,0.9977717682268082,Atp6v1b2,8,69088646,69113711
ENSMUSG00000006276,1.000000000515788,1.0000000010291468,0.03291422738362121,0.06473261052253654,0.10096388767981966,Eps15l1,8,72341000.99999999,72421474
ENSMUSG00000006281,4.629346220350177,5.748052278086194,0.34615225842583514,0.06579199575146066,0.486852684143228,Tep1,14,50824062,50870560
ENSMUSG00000006288,2.7790874012391003,3.5342765159482137,0.5963054794557106,0.06002826128901495,0.688574456646317,Ttc5,14,50765415,50785517.99999999
ENSMUSG00000006289,1.0000000003657032,1.0000000007314094,0.72353800917291,0.05583786518609524,0.7959714072309242,Osgep,14,50906478,50924893
ENSMUSG00000006299,1.0000000005340086,1.0000000010051133,0.9394593079521343,0.055596775764063855,0.9576547481673132,Aamp,1,74279840,74284737.99999999
ENSMUSG00000006301,6.571059802777736,7.7151971534317765,0.12894342925398705,0.07549300365470257,0.2647709019589056,Tmbim1,1,74288247,74305622
ENSMUSG00000006304,5.0743078650716855,6.233829699331888,0.5990064496455327,0.06259496482745108,0.6908955589913872,Arpc2,1,74236083.99999999,74268209
ENSMUSG00000006307,2.2671952252017697,2.901017277607142,0.0014411138261533618,0.08669173057035096,0.01090486686166721,Kmt2b,7,30568858,30588725.999999996
ENSMUSG00000006315,1.0000000007737728,1.0000000015475454,0.056674196389504605,0.0628940821495445,0.14682434297799118,Tmem147,7,30727701,30729533.999999996
ENSMUSG00000006333,1.5083295210934315,1.8776025093974325,0.671508232380724,0.057431483183321586,0.7486156436797369,Rps9,7,3703992.9999999995,3706901
ENSMUSG00000006335,1.0000000010992016,1.0000000021984052,0.2332533278943013,0.05845120084510158,0.38238250474475627,Tfpt,7,3620323.9999999995,3629928.9999999995
ENSMUSG00000006356,3.4612343158720043,4.347834232171903,5.193043784553764e-4,0.09730029275972929,0.005245498772276529,Crip2,12,113140236,113145506
ENSMUSG00000006360,1.0000000029117693,1.0000000058089573,0.0019682291322064005,0.07473886733497215,0.013668257862544449,Crip1,12,113146316,113153878.99999999
ENSMUSG00000006362,7.666651208413949,8.537491938371064,0,0.16579629227309456,0,Cbfa2t3,8,122628739,122699109
ENSMUSG00000006373,4.3699519983269335,5.43660124180002,1.5620361562262985e-4,0.10579806802230951,0.002366721448827725,Pgrmc1,X,36598206,36606079
ENSMUSG00000006378,1.0000000003303167,1.0000000006606333,0,0.1112579774762501,0,Gcat,15,79030874,79043557.99999999
ENSMUSG00000006386,1.6851594676530528,2.130272083280385,0.2186520894738156,0.062375549628580385,0.3681011607303293,Tek,4,94739289,94874975.99999999
ENSMUSG00000006390,1.263192844717831,1.4842330734520732,0.6931883097202811,0.05694291442317734,0.76850145201805,Elovl1,4,118428092.99999999,118432953
ENSMUSG00000006392,1.0000000008078234,1.0000000016160355,0.009956193173044914,0.06890939108604088,0.044249747435755174,Med8,4,118409337,118415782
ENSMUSG00000006395,1.0000000017197446,1.0000000034394885,0.030801992370403097,0.06496010394779939,0.09536220548112415,Hyi,4,118359990,118362743.99999999
ENSMUSG00000006412,1.0000000004290235,1.0000000008580534,0.42574698489826923,0.056865822399919996,0.5540066619393305,Pfdn2,1,171345669.99999997,171359254
ENSMUSG00000006418,1.2177739051688756,1.407610428758082,0.8656938606649285,0.05625434964777676,0.9034690745838284,Rnf114,2,167492644.99999997,167516172.99999997
ENSMUSG00000006423,2.1642104161719913,2.7926747008934805,0.2716077716071958,0.0635461066428975,0.4263858266988945,C330007P06Rik,X,36823737,36874111
ENSMUSG00000006442,6.586259660880076,7.699806751380083,0.02716709206983786,0.08502225219461468,0.08907243301586185,Srm,4,148591503,148594993
ENSMUSG00000006445,6.7717348708290395,7.899546156251103,0.05708019124788738,0.08034622996098473,0.1471138949687819,Epha2,4,141301240,141329384
ENSMUSG00000006456,1.0000000005551075,1.0000000010370493,0.0204394294804352,0.06637909870453229,0.07299796243012573,Rbm14,19,4800568.999999999,4811634
ENSMUSG00000006463,1.0000000004643064,1.0000000009286114,0.7197181829566062,0.05584520649771185,0.7926411706570552,Zdhhc24,19,4878667.999999999,4885397
ENSMUSG00000006471,2.9856958785292353,3.797566830543982,8.485217785109689e-4,0.09251384755131753,0.007166351263525829,Ndor1,2,25244821,25256021.999999996
ENSMUSG00000006476,2.5467290536037357,3.252261765378243,0.015449351947714962,0.07785655774983857,0.05874278307115955,Nsmf,2,25054354.999999996,25062880.999999996
ENSMUSG00000006494,1.0000000003495546,1.000000000699116,0.026338425470346705,0.06549936741694473,0.08782067057811388,Pdk1,2,71873224,71903858
ENSMUSG00000006498,1.0000000012141415,1.0000000024284312,0.1446707663988785,0.05987331934989626,0.2870451714263462,Ptbp1,10,79854427,79864770.99999999
ENSMUSG00000006517,5.773537899568771,6.903768014504526,1.8476104422138206e-4,0.10767502460231138,0.002639443488876887,Mvd,8,122433596,122443422
ENSMUSG00000006519,1.3899892829073186,1.6913507663168,5.504209288384465e-4,0.08621131958195327,0.005343892512994626,Cyba,8,122424771.99999999,122432939.99999999
ENSMUSG00000006522,1.0000000013776777,1.0000000027379177,0.013767176338748799,0.0677635865803653,0.05441571675394782,Itih3,14,30908572.999999996,30923759.999999996
ENSMUSG00000006526,1.0000000165136265,1.0000000330081966,0.029905085052890523,0.06506164959177285,0.09404114796506455,Tmem110,14,30825590,30876986
ENSMUSG00000006527,1.0000000003287497,1.0000000006609857,0.06354792771243933,0.06251345261744812,0.1576871655395517,Sfmbt1,14,30714848.999999996,30822713
ENSMUSG00000006529,1.8141661086219452,2.3173467145685946,5.717389925941063e-7,0.1206993105398213,2.8586949629705316e-5,Itih1,14,30929180,30943289
ENSMUSG00000006567,2.9726940280026173,3.7742358395474844,0.44189927293997233,0.062214723488057455,0.564039514632875,Atp7b,8,21992784.999999996,22060305
ENSMUSG00000006575,2.251690113375171,2.850078703063896,0.15044708429602593,0.06683064177047648,0.29384196151567565,Rundc3a,11,102393402.99999999,102402554.99999999
ENSMUSG00000006585,3.115257278213166,3.8577475047649554,0.17917201944498196,0.06744596409417503,0.32576854899512037,Cdt1,8,122568014.99999999,122573128
ENSMUSG00000006589,2.0711016069992962,2.656206386355413,0.033506204259726835,0.0726491198913567,0.10246545645176403,Aprt,8,122574637,122576906.99999999
ENSMUSG00000006599,1.000000000466055,1.0000000008791834,0.8560187713135697,0.0556516280480559,0.8972943095530082,Gtf2h1,7,46796102.99999999,46823800
ENSMUSG00000006611,4.806652404210585,5.935068284330148,7.639191396259237e-4,0.10071252232212369,0.006609788666987143,Hfe,13,23702033.999999996,23710853.999999996
ENSMUSG00000006638,1.0000000010569083,1.0000000021138153,0.0216759761380233,0.06617465792435051,0.0759444937075819,Abhd1,5,30950066,30955091
ENSMUSG00000006641,1.00000000998942,1.0000000199758996,4.626893226333806e-7,0.11035185171716322,2.4352069612283186e-5,Slc5a6,5,31036036,31048924
ENSMUSG00000006673,1.0000000006627119,1.0000000013610695,0.05244633398459769,0.06315331650002687,0.13948493081010024,Qrich1,9,108516805.99999999,108560162.99999999
ENSMUSG00000006676,1.0000000003579903,1.0000000007295065,0.01488109554270478,0.06748983263622688,0.0574559673463505,Usp19,9,108490602,108502337
ENSMUSG00000006678,2.6675096894822747,3.3851399514596183,0.17790070607494796,0.06602274520547302,0.3255832208074092,Pola1,X,93304767,93632155
ENSMUSG00000006699,4.507815105211713,5.598868830699215,0.2728051861079072,0.06781843320949288,0.42759433559233107,Cdc42,4,137319696,137357720
ENSMUSG00000006705,1.0000000004159428,1.0000000008314094,5.432739864852931e-4,0.07944084805716434,0.005326215553777384,Pknox1,17,31564749,31607684
ENSMUSG00000006711,1.0000000005842793,1.0000000011685328,0.16889725685067242,0.05940091258176383,0.3149372434018943,D130043K22Rik,13,24845135,24901270
ENSMUSG00000006715,5.784835379055252,6.965586715422286,0.18410804830807248,0.07147020683272376,0.3324548643317351,Gmnn,13,24751845,24761923
ENSMUSG00000006717,2.1415591580795477,2.72482951403192,0.012088497796077013,0.07754231678316437,0.050324017473904234,Acot13,13,24817947.999999996,24831516.999999996
ENSMUSG00000006728,1.00000000068608,1.0000000013407604,0.015406863775813517,0.06736784238723814,0.05874278307115955,Cdk4,10,127063533.99999999,127067920
ENSMUSG00000006731,1.6645734443487936,2.1092722983609686,0.15582825251867533,0.0637558545841137,0.29829095475942086,B4galnt1,10,127165156,127172339.99999999
ENSMUSG00000006732,7.0535757720388155,8.119865069749236,0.14056645757096004,0.07429285490498638,0.2816963077574349,Mettl1,10,127041413.99999999,127046365
ENSMUSG00000006736,1.5195265973118044,1.8982468299083428,0.011440854814043111,0.07397731541202746,0.04889254194035517,Tspan31,10,127067316.99999999,127070260.99999999
ENSMUSG00000006740,1.9868110639330583,2.544612657436924,0.029855008146538187,0.07257363765751301,0.09404114796506455,Kif5b,18,6201002,6242173.999999999
ENSMUSG00000006763,1.0000000007127652,1.0000000014255317,0.6285261871063146,0.05605784711656481,0.7162325578984431,Saal1,7,46686108,46710680
ENSMUSG00000006777,1.000000000582728,1.0000000011377785,4.6357035005317737e-4,0.08002401277593985,0.00482885781305393,Krt23,11,99477973.99999999,99493136.99999999
ENSMUSG00000006782,1.0000000008763643,1.0000000017531725,0.007915318683970995,0.06972523398329855,0.03769199373319521,Cnp,11,100574903.99999999,100591729
ENSMUSG00000006800,2.0202123382021746,2.5834284589161416,1.5968586878678526e-4,0.09569158983042036,0.002383371175922168,Sulf2,2,166073088.99999997,166155663
ENSMUSG00000006818,1.0000000024084463,1.0000000048177982,0.05611066311057994,0.06292743236054954,0.14592564311403908,Sod2,17,13007838.999999998,13018118.999999998
ENSMUSG00000006850,1.9904140177523704,2.524498589787186,1.9298227091812947e-4,0.09430435905198664,0.0027180601537764716,Tmco6,18,36735068,36742391
ENSMUSG00000006906,1.0000000004730678,1.0000000009461407,0.28396888345390614,0.05790138752746543,0.4377668784708846,Stambp,6,83543206,83572504
ENSMUSG00000006920,1.000000025158325,1.0000000503167201,0.09784597351606006,0.06110471982277543,0.2169036168702289,Ezh1,11,101191115,101226463
ENSMUSG00000006932,6.461611448538799,7.629522285136886,0.020887919783615982,0.08586756111755744,0.07411780097554635,Ctnnb1,9,120929216,120960507
ENSMUSG00000006941,1.0000000003384544,1.0000000006768954,0.43255057124062474,0.05682863753628242,0.5602986674101357,Eif1b,9,120492606,120495326.99999999
ENSMUSG00000006958,1.0000000003929712,1.0000000007667118,0.001525504229868857,0.07566585338968324,0.01122092208402525,Chrd,16,20733127,20742383.999999996
ENSMUSG00000006998,1.345285360067593,1.6212918585222278,0.02000533942551147,0.07074272771909063,0.07196165260975348,Psmd2,16,20651652,20663414
ENSMUSG00000007029,1.0000000013006676,1.000000002594059,0.22793024881744856,0.058517296304228195,0.37799377913341387,Vars,17,35000986.99999999,35016321.99999999
ENSMUSG00000007035,1.0000000005387344,1.0000000008651826,0.021395197766156504,0.06622000557790853,0.07533520340195952,Msh5,17,35028605,35046745
ENSMUSG00000007036,1.0000000011819716,1.0000000023639417,0.02251281789025833,0.06604301189228867,0.07788580057522847,Abhd16a,17,35089262.99999999,35102987
ENSMUSG00000007038,2.3847889676626135,3.062635059249226,0.175864486378826,0.06671475771708935,0.32328030584343015,Neu1,17,34931253,34935953
ENSMUSG00000007039,1.000000000743607,1.000000001487212,0.20310767248389533,0.05885185027059037,0.35384611930992216,Ddah2,17,35059035,35062095
ENSMUSG00000007041,1.0000000007354957,1.0000000014709902,0.03642638259574704,0.06438604269787973,0.108090156070466,Clic1,17,35049966,35058749
ENSMUSG00000007050,2.0458050865339312,2.602287754341043,0.0847671509119956,0.06849771693863183,0.19667552415776243,Lsm2,17,34981862,34985890.99999999
ENSMUSG00000007080,2.79180755323947,3.5317985355144943,0.011194002362813704,0.08034049530123888,0.04845888468750521,Pole,5,110286306,110337474
