gene,phenotype,chromosome,start,end,bf_common,bf_rare,huge,position,logHugeScore,range
"FPR3","CHOL","19",52298410,52329443,45,1,45,"19 : 52298410 - 52329443",3.8066624897703196,"Very strong"
"PSMG1","CHOL","21",40546695,40555414,45,1,45,"21 : 40546695 - 40555414",3.8066624897703196,"Very strong"
"RPL19P16","CHOL","10",122892604,122893237,45,1,45,"10 : 122892604 - 122893237",3.8066624897703196,"Very strong"
"AC116366.1","CHOL","5",131804582,131808735,45,1,45,"5 : 131804582 - 131808735",3.8066624897703196,"Very strong"
"CAMKMT","CHOL","2",44589086,44999731,45,1,45,"2 : 44589086 - 44999731",3.8066624897703196,"Very strong"
"CMTM6","CHOL","3",32522804,32544344,45,1,45,"3 : 32522804 - 32544344",3.8066624897703196,"Very strong"
"ENSG00000229225","CHOL","1",63543752,63544702,45,1,45,"1 : 63543752 - 63544702",3.8066624897703196,"Very strong"
"ENSG00000249763","CHOL","4",70108346,70116533,45,1,45,"4 : 70108346 - 70116533",3.8066624897703196,"Very strong"
"ENSG00000259088","CHOL","14",102262892,102276658,45,1,45,"14 : 102262892 - 102276658",3.8066624897703196,"Very strong"
"ENSG00000259359","CHOL","15",96714804,96717568,45,1,45,"15 : 96714804 - 96717568",3.8066624897703196,"Very strong"
"ENSG00000276651","CHOL","15",63792936,63795282,45,1,45,"15 : 63792936 - 63795282",3.8066624897703196,"Very strong"
"KCNQ4","CHOL","1",41249459,41306124,45,1,45,"1 : 41249459 - 41306124",3.8066624897703196,"Very strong"
"KRAS","CHOL","12",25358180,25403870,45,1,45,"12 : 25358180 - 25403870",3.8066624897703196,"Very strong"
"LINC01229","CHOL","16",79709945,79843613,45,1,45,"16 : 79709945 - 79843613",3.8066624897703196,"Very strong"
"SUGP2","CHOL","19",19101697,19144832,45,1,45,"19 : 19101697 - 19144832",3.8066624897703196,"Very strong"
"CFAP206","CHOL","6",88117690,88174183,45,1,45,"6 : 88117690 - 88174183",3.8066624897703196,"Very strong"
"ENSG00000232451","CHOL","2",23240997,23421927,45,1,45,"2 : 23240997 - 23421927",3.8066624897703196,"Very strong"
"GPR53P","CHOL","6",29505481,29506564,45,1,45,"6 : 29505481 - 29506564",3.8066624897703196,"Very strong"
"GTF2H1","CHOL","11",18343842,18388592,45,1,45,"11 : 18343842 - 18388592",3.8066624897703196,"Very strong"
"HIC1","CHOL","17",1957448,1966535,45,1,45,"17 : 1957448 - 1966535",3.8066624897703196,"Very strong"
"HSPA4L","CHOL","4",128702976,128761888,45,1,45,"4 : 128702976 - 128761888",3.8066624897703196,"Very strong"
"KDSR","CHOL","18",60994959,61034461,45,1,45,"18 : 60994959 - 61034461",3.8066624897703196,"Very strong"
"RP11-423G4.9","CHOL","12",109171920,109174194,45,1,45,"12 : 109171920 - 109174194",3.8066624897703196,"Very strong"
"RPL30P12","CHOL","12",107304535,107304887,45,1,45,"12 : 107304535 - 107304887",3.8066624897703196,"Very strong"
"C8B","CHOL","1",57394880,57440056,45,1,45,"1 : 57394880 - 57440056",3.8066624897703196,"Very strong"
"CDCA7","CHOL","2",174219548,174233725,45,1,45,"2 : 174219548 - 174233725",3.8066624897703196,"Very strong"
"CDK6","CHOL","7",92234235,92465887,45,1,45,"7 : 92234235 - 92465887",3.8066624897703196,"Very strong"
"ENSG00000240197","CHOL","19",54797902,54798219,45,1,45,"19 : 54797902 - 54798219",3.8066624897703196,"Very strong"
"ENSG00000248567","CHOL","4",72687022,72689697,45,1,45,"4 : 72687022 - 72689697",3.8066624897703196,"Very strong"
"FXR2","CHOL","17",7494548,7518215,45,1,45,"17 : 7494548 - 7518215",3.8066624897703196,"Very strong"
"MARCHF8","CHOL","10",45950033,46090354,45,1,45,"10 : 45950033 - 46090354",3.8066624897703196,"Very strong"
"PPIEL","CHOL","1",39997510,40024379,45,1,45,"1 : 39997510 - 40024379",3.8066624897703196,"Very strong"
"ARMC2","CHOL","6",109169619,109295679,45,1,45,"6 : 109169619 - 109295679",3.8066624897703196,"Very strong"
"CHUK","CHOL","10",101948057,101989353,45,1,45,"10 : 101948057 - 101989353",3.8066624897703196,"Very strong"
"ENSG00000228079","CHOL","2",64313487,64315380,45,1,45,"2 : 64313487 - 64315380",3.8066624897703196,"Very strong"
"ENSG00000267922","CHOL","19",46604380,46699475,45,1,45,"19 : 46604380 - 46699475",3.8066624897703196,"Very strong"
"ENSG00000284732","CHOL","11",56226697,56240828,45,1,45,"11 : 56226697 - 56240828",3.8066624897703196,"Very strong"
"ENSG00000290752","CHOL","11",56435021,56442140,45,1,45,"11 : 56435021 - 56442140",3.8066624897703196,"Very strong"
"FAM184A","CHOL","6",119280928,119470552,45,1,45,"6 : 119280928 - 119470552",3.8066624897703196,"Very strong"
"GPR137B","CHOL","1",236305805,236385165,45,1,45,"1 : 236305805 - 236385165",3.8066624897703196,"Very strong"
"HYDIN","CHOL","16",70835987,71264625,45,1,45,"16 : 70835987 - 71264625",3.8066624897703196,"Very strong"
"NEMP1","CHOL","12",57449426,57481846,45,1,45,"12 : 57449426 - 57481846",3.8066624897703196,"Very strong"
"SLC25A17","CHOL","22",41165634,41215403,45,1,45,"22 : 41165634 - 41215403",3.8066624897703196,"Very strong"
"TENT5C","CHOL","1",118148670,118171011,45,1,45,"1 : 118148670 - 118171011",3.8066624897703196,"Very strong"
"TTC39B","CHOL","9",15163620,15307358,45,1,45,"9 : 15163620 - 15307358",3.8066624897703196,"Very strong"
"COLEC11","CHOL","2",3642422,3692234,45,1,45,"2 : 3642422 - 3692234",3.8066624897703196,"Very strong"
"DMGDH","CHOL","5",78293387,78531861,45,1,45,"5 : 78293387 - 78531861",3.8066624897703196,"Very strong"
"ENSG00000248753","CHOL","5",134456216,134475371,45,1,45,"5 : 134456216 - 134475371",3.8066624897703196,"Very strong"
"ENSG00000286368","CHOL","6",21369921,21383431,45,1,45,"6 : 21369921 - 21383431",3.8066624897703196,"Very strong"
"RCOR2","CHOL","11",63678702,63684636,45,1,45,"11 : 63678702 - 63684636",3.8066624897703196,"Very strong"
"SLC2A2","CHOL","3",170714136,170744532,45,1,45,"3 : 170714136 - 170744532",3.8066624897703196,"Very strong"
"AC040160.1","CHOL","16",67244251,67260930,45,1,45,"16 : 67244251 - 67260930",3.8066624897703196,"Very strong"
"ENSG00000233455","CHOL","1",210477029,210477885,45,1,45,"1 : 210477029 - 210477885",3.8066624897703196,"Very strong"
"ENSG00000271355","CHOL","1",47949370,47949834,45,1,45,"1 : 47949370 - 47949834",3.8066624897703196,"Very strong"
"ZNF714","CHOL","19",21264965,21308073,45,1,45,"19 : 21264965 - 21308073",3.8066624897703196,"Very strong"
"ENSG00000251244","CHOL","4",156417262,156441505,45,1,45,"4 : 156417262 - 156441505",3.8066624897703196,"Very strong"
"KANK4","CHOL","1",62701837,62785105,45,1,45,"1 : 62701837 - 62785105",3.8066624897703196,"Very strong"
"LINC01058","CHOL","13",30992476,30996388,45,1,45,"13 : 30992476 - 30996388",3.8066624897703196,"Very strong"
"RASA3","CHOL","13",114747194,114898098,45,1,45,"13 : 114747194 - 114898098",3.8066624897703196,"Very strong"
"EHD3","CHOL","2",31457018,31492317,45,1,45,"2 : 31457018 - 31492317",3.8066624897703196,"Very strong"
"ENSG00000237614","CHOL","2",121300481,121302825,45,1,45,"2 : 121300481 - 121302825",3.8066624897703196,"Very strong"
"ENSG00000289768","CHOL","1",161514597,161601246,45,1,45,"1 : 161514597 - 161601246",3.8066624897703196,"Very strong"
"H2BC4","CHOL","6",26086545,26124154,45,1,45,"6 : 26086545 - 26124154",3.8066624897703196,"Very strong"
"LINC03057","CHOL","17",46713285,46724385,45,1,45,"17 : 46713285 - 46724385",3.8066624897703196,"Very strong"
"NDC1","CHOL","1",54231151,54304136,45,1,45,"1 : 54231151 - 54304136",3.8066624897703196,"Very strong"
"PPP4R4","CHOL","14",94612465,94746071,45,1,45,"14 : 94612465 - 94746071",3.8066624897703196,"Very strong"
"SLC22A18","CHOL","11",2920951,2946476,45,1,45,"11 : 2920951 - 2946476",3.8066624897703196,"Very strong"
"STAG1","CHOL","3",136055078,136471245,45,1,45,"3 : 136055078 - 136471245",3.8066624897703196,"Very strong"
"TF","CHOL","3",133464884,133515485,45,1,45,"3 : 133464884 - 133515485",3.8066624897703196,"Very strong"
"TTC22","CHOL","1",55245385,55266996,45,1,45,"1 : 55245385 - 55266996",3.8066624897703196,"Very strong"
"CD300LF","CHOL","17",72690450,72709117,45,1,45,"17 : 72690450 - 72709117",3.8066624897703196,"Very strong"
"NINJ1","CHOL","9",95883778,95896533,45,1,45,"9 : 95883778 - 95896533",3.8066624897703196,"Very strong"
"ZNF148","CHOL","3",124944513,125094169,45,1,45,"3 : 124944513 - 125094169",3.8066624897703196,"Very strong"
"AHSG","CHOL","3",186330849,186339107,45,1,45,"3 : 186330849 - 186339107",3.8066624897703196,"Very strong"
"CYP20A1","CHOL","2",204103700,204170749,45,1,45,"2 : 204103700 - 204170749",3.8066624897703196,"Very strong"
"ENSG00000260392","CHOL","15",56835150,56921790,45,1,45,"15 : 56835150 - 56921790",3.8066624897703196,"Very strong"
"FBN2","CHOL","5",127593601,127994878,45,1,45,"5 : 127593601 - 127994878",3.8066624897703196,"Very strong"
"PPP4R1-AS1","CHOL","18",9615262,9619361,45,1,45,"18 : 9615262 - 9619361",3.8066624897703196,"Very strong"
"RNF111","CHOL","15",59157374,59389618,45,1,45,"15 : 59157374 - 59389618",3.8066624897703196,"Very strong"
"SCYGR9","CHOL","2",228451953,228452231,45,1,45,"2 : 228451953 - 228452231",3.8066624897703196,"Very strong"
"TCF12","CHOL","15",57210821,57591479,45,1,45,"15 : 57210821 - 57591479",3.8066624897703196,"Very strong"
"TYK2","CHOL","19",10461209,10491284,45,1,45,"19 : 10461209 - 10491284",3.8066624897703196,"Very strong"
"ZNF710-AS1","CHOL","15",90617744,90625439,45,1,45,"15 : 90617744 - 90625439",3.8066624897703196,"Very strong"
"E2F3","CHOL","6",20402110,20493945,45,1,45,"6 : 20402110 - 20493945",3.8066624897703196,"Very strong"
"ENSG00000255551","CHOL","11",48901663,48906789,45,1,45,"11 : 48901663 - 48906789",3.8066624897703196,"Very strong"
"ENSG00000260113","CHOL","16",30638297,30638499,45,1,45,"16 : 30638297 - 30638499",3.8066624897703196,"Very strong"
"ENSG00000287596","CHOL","15",53712062,53745684,45,1,45,"15 : 53712062 - 53745684",3.8066624897703196,"Very strong"
"IPO11","CHOL","5",61699799,61924409,45,1,45,"5 : 61699799 - 61924409",3.8066624897703196,"Very strong"
"ODAD4","CHOL","17",40086870,40118521,45,1,45,"17 : 40086870 - 40118521",3.8066624897703196,"Very strong"
"RFFL","CHOL","17",33333009,33416338,45,1,45,"17 : 33333009 - 33416338",3.8066624897703196,"Very strong"
"BLTP3A","CHOL","6",34759860,34845291,45,1,45,"6 : 34759860 - 34845291",3.8066624897703196,"Very strong"
"CYRIB","CHOL","8",130851839,131029750,45,1,45,"8 : 130851839 - 131029750",3.8066624897703196,"Very strong"
"IFNAR1","CHOL","21",34696692,34732170,45,1,45,"21 : 34696692 - 34732170",3.8066624897703196,"Very strong"
"NOL12","CHOL","22",38077680,38089483,45,1,45,"22 : 38077680 - 38089483",3.8066624897703196,"Very strong"
"RP11-439L18.2","CHOL","6",143267184,143277835,45,1,45,"6 : 143267184 - 143277835",3.8066624897703196,"Very strong"
"TRIM2","CHOL","4",154073315,154260471,45,1,45,"4 : 154073315 - 154260471",3.8066624897703196,"Very strong"
"AL035045.1","CHOL","20",17823227,17823372,45,1,45,"20 : 17823227 - 17823372",3.8066624897703196,"Very strong"
"CCDC168","CHOL","13",103381717,103411422,45,1,45,"13 : 103381717 - 103411422",3.8066624897703196,"Very strong"
"ENSG00000287346","CHOL","14",104339485,104346718,45,1,45,"14 : 104339485 - 104346718",3.8066624897703196,"Very strong"
"ENSG00000288870","CHOL","12",4384728,4384917,45,1,45,"12 : 4384728 - 4384917",3.8066624897703196,"Very strong"
"ENSG00000293512","CHOL","3",120068296,120142673,45,1,45,"3 : 120068296 - 120142673",3.8066624897703196,"Very strong"
"HSP90AA1","CHOL","14",102547079,102606036,45,1,45,"14 : 102547079 - 102606036",3.8066624897703196,"Very strong"
"LEPR","CHOL","1",65886335,66107242,45,1,45,"1 : 65886335 - 66107242",3.8066624897703196,"Very strong"
"LINC01814","CHOL","2",8601833,8733033,45,1,45,"2 : 8601833 - 8733033",3.8066624897703196,"Very strong"
"PAK2","CHOL","3",196466728,196559518,45,1,45,"3 : 196466728 - 196559518",3.8066624897703196,"Very strong"
"PGAM1P1","CHOL","5",57457024,57457579,45,1,45,"5 : 57457024 - 57457579",3.8066624897703196,"Very strong"
"PIEZO1","CHOL","16",88781746,88851628,45,1,45,"16 : 88781746 - 88851628",3.8066624897703196,"Very strong"
"RN7SL354P","CHOL","15",50981097,50981388,45,1,45,"15 : 50981097 - 50981388",3.8066624897703196,"Very strong"
"EEIG1","CHOL","9",130702861,130743268,45,1,45,"9 : 130702861 - 130743268",3.8066624897703196,"Very strong"
"ENSG00000229830","CHOL","9",105827698,105827880,45,1,45,"9 : 105827698 - 105827880",3.8066624897703196,"Very strong"
"ENSG00000285040","CHOL","16",85996934,86018992,45,1,45,"16 : 85996934 - 86018992",3.8066624897703196,"Very strong"
"ENSG00000286414","CHOL","9",91349956,91418631,45,1,45,"9 : 91349956 - 91418631",3.8066624897703196,"Very strong"
"OR5D14","CHOL","11",55563032,55563976,45,1,45,"11 : 55563032 - 55563976",3.8066624897703196,"Very strong"
"ZGPAT","CHOL","20",62338817,62367494,45,1,45,"20 : 62338817 - 62367494",3.8066624897703196,"Very strong"
"ENSG00000257726","CHOL","12",115800817,115802550,45,1,45,"12 : 115800817 - 115802550",3.8066624897703196,"Very strong"
"ENSG00000263798","CHOL","17",46022790,46059102,45,1,45,"17 : 46022790 - 46059102",3.8066624897703196,"Very strong"
"FER1L4","CHOL","20",34146636,34195416,45,1,45,"20 : 34146636 - 34195416",3.8066624897703196,"Very strong"
"FRK","CHOL","6",116252312,116382054,45,1,45,"6 : 116252312 - 116382054",3.8066624897703196,"Very strong"
"LINC02448","CHOL","12",59917059,59917965,45,1,45,"12 : 59917059 - 59917965",3.8066624897703196,"Very strong"
"MBTD1","CHOL","17",49254786,49337524,45,1,45,"17 : 49254786 - 49337524",3.8066624897703196,"Very strong"
"NOD1","CHOL","7",30464143,30518400,45,1,45,"7 : 30464143 - 30518400",3.8066624897703196,"Very strong"
"OR4A42P","CHOL","11",48631615,48632552,45,1,45,"11 : 48631615 - 48632552",3.8066624897703196,"Very strong"
"PSRC1","CHOL","1",109822178,109825808,45,1,45,"1 : 109822178 - 109825808",3.8066624897703196,"Very strong"
"RPL6P9","CHOL","3",142299752,142301241,45,1,45,"3 : 142299752 - 142301241",3.8066624897703196,"Very strong"
"SGMS1","CHOL","10",52065346,52384923,45,1,45,"10 : 52065346 - 52384923",3.8066624897703196,"Very strong"
"SLC1A7","CHOL","1",53552851,53608310,45,1,45,"1 : 53552851 - 53608310",3.8066624897703196,"Very strong"
"TCF25","CHOL","16",89939978,89980035,45,1,45,"16 : 89939978 - 89980035",3.8066624897703196,"Very strong"
"TYW1B","CHOL","7",72023729,72298779,45,1,45,"7 : 72023729 - 72298779",3.8066624897703196,"Very strong"
"ZNF45","CHOL","19",44416776,44439434,45,1,45,"19 : 44416776 - 44439434",3.8066624897703196,"Very strong"
"AP000351.9","CHOL","22",24366750,24370882,45,1,45,"22 : 24366750 - 24370882",3.8066624897703196,"Very strong"
"ENSG00000235612","CHOL","1",56611393,56620896,45,1,45,"1 : 56611393 - 56620896",3.8066624897703196,"Very strong"
"ENSG00000291272","CHOL","16",15220516,15225356,45,1,45,"16 : 15220516 - 15225356",3.8066624897703196,"Very strong"
"GALK2","CHOL","15",49447853,49660066,45,1,45,"15 : 49447853 - 49660066",3.8066624897703196,"Very strong"
"KCNK17","CHOL","6",39266777,39282237,45,1,45,"6 : 39266777 - 39282237",3.8066624897703196,"Very strong"
"SDC4","CHOL","20",43953928,43977064,45,1,45,"20 : 43953928 - 43977064",3.8066624897703196,"Very strong"
"SEPTIN7P11","CHOL","11",50244120,50254505,45,1,45,"11 : 50244120 - 50254505",3.8066624897703196,"Very strong"
"ZFYVE9","CHOL","1",52607761,52814343,45,1,45,"1 : 52607761 - 52814343",3.8066624897703196,"Very strong"
"ENSG00000259564","CHOL","15",62126881,62227937,45,1,45,"15 : 62126881 - 62227937",3.8066624897703196,"Very strong"
"ENSG00000264451","CHOL","17",46537732,46543402,45,1,45,"17 : 46537732 - 46543402",3.8066624897703196,"Very strong"
"ENSG00000280097","CHOL","12",125077727,125078237,45,1,45,"12 : 125077727 - 125078237",3.8066624897703196,"Very strong"
"KLHL24","CHOL","3",183353398,183402307,45,1,45,"3 : 183353398 - 183402307",3.8066624897703196,"Very strong"
"LINC00649","CHOL","21",35287838,35350004,45,1,45,"21 : 35287838 - 35350004",3.8066624897703196,"Very strong"
"LINC02916","CHOL","10",43916186,43917548,45,1,45,"10 : 43916186 - 43917548",3.8066624897703196,"Very strong"
"MMAB","CHOL","12",109991520,110011385,45,1,45,"12 : 109991520 - 110011385",3.8066624897703196,"Very strong"
"MUC7","CHOL","4",71296209,71348714,45,1,45,"4 : 71296209 - 71348714",3.8066624897703196,"Very strong"
"SCAP","CHOL","3",47455171,47518616,45,1,45,"3 : 47455171 - 47518616",3.8066624897703196,"Very strong"
"UBE2I","CHOL","16",1341445,1377019,45,1,45,"16 : 1341445 - 1377019",3.8066624897703196,"Very strong"
"WDR87","CHOL","19",38375463,38397317,45,1,45,"19 : 38375463 - 38397317",3.8066624897703196,"Very strong"
"CNTRL","CHOL","9",123836938,123940007,45,1,45,"9 : 123836938 - 123940007",3.8066624897703196,"Very strong"
"CYP2A6","CHOL","19",41349446,41356352,45,1,45,"19 : 41349446 - 41356352",3.8066624897703196,"Very strong"
"ENSG00000235707","CHOL","9",78016805,78017908,45,1,45,"9 : 78016805 - 78017908",3.8066624897703196,"Very strong"
"ENSG00000288735","CHOL","8",29146023,29177801,45,1,45,"8 : 29146023 - 29177801",3.8066624897703196,"Very strong"
"MS4A14","CHOL","11",60146003,60185229,45,1,45,"11 : 60146003 - 60185229",3.8066624897703196,"Very strong"
"PILRB","CHOL","7",99949799,99965454,45,1,45,"7 : 99949799 - 99965454",3.8066624897703196,"Very strong"
"POC1B","CHOL","12",89813495,89919824,45,1,45,"12 : 89813495 - 89919824",3.8066624897703196,"Very strong"
"PRUNE1","CHOL","1",150980896,151008189,45,1,45,"1 : 150980896 - 151008189",3.8066624897703196,"Very strong"
"PUS10","CHOL","2",61167357,61245394,45,1,45,"2 : 61167357 - 61245394",3.8066624897703196,"Very strong"
"TFEC","CHOL","7",115575202,115799950,45,1,45,"7 : 115575202 - 115799950",3.8066624897703196,"Very strong"
"ECHDC2","CHOL","1",53361582,53392884,45,1,45,"1 : 53361582 - 53392884",3.8066624897703196,"Very strong"
"ENSG00000271009","CHOL","16",73094144,73096215,45,1,45,"16 : 73094144 - 73096215",3.8066624897703196,"Very strong"
"HECW1","CHOL","7",43152228,43605600,45,1,45,"7 : 43152228 - 43605600",3.8066624897703196,"Very strong"
"LDHBP1","CHOL","13",113930931,113932049,45,1,45,"13 : 113930931 - 113932049",3.8066624897703196,"Very strong"
"PIK3R3","CHOL","1",46505812,46598708,45,1,45,"1 : 46505812 - 46598708",3.8066624897703196,"Very strong"
"PSG9","CHOL","19",43715943,43773682,45,1,45,"19 : 43715943 - 43773682",3.8066624897703196,"Very strong"
"WAKMAR2","CHOL","6",138144810,138189370,45,1,45,"6 : 138144810 - 138189370",3.8066624897703196,"Very strong"
"CDH11","CHOL","16",64977656,65160015,45,1,45,"16 : 64977656 - 65160015",3.8066624897703196,"Very strong"
"DNAH11","CHOL","7",21582657,21941457,45,1,45,"7 : 21582657 - 21941457",3.8066624897703196,"Very strong"
"ENSG00000256249","CHOL","12",123171672,123200526,45,1,45,"12 : 123171672 - 123200526",3.8066624897703196,"Very strong"
"ENSG00000265334","CHOL","17",29161343,29190046,45,1,45,"17 : 29161343 - 29190046",3.8066624897703196,"Very strong"
"HORMAD2","CHOL","22",30476453,30573064,45,1,45,"22 : 30476453 - 30573064",3.8066624897703196,"Very strong"
"MLXIPL","CHOL","7",73007524,73038873,45,1,45,"7 : 73007524 - 73038873",3.8066624897703196,"Very strong"
"SMC2-DT","CHOL","9",106839589,106855354,45,1,45,"9 : 106839589 - 106855354",3.8066624897703196,"Very strong"
"CASTOR3P","CHOL","7",99820220,99869606,45,1,45,"7 : 99820220 - 99869606",3.8066624897703196,"Very strong"
"LINC01151","CHOL","8",123497433,123746043,45,1,45,"8 : 123497433 - 123746043",3.8066624897703196,"Very strong"
"SULT1B1","CHOL","4",70586885,70653679,45,1,45,"4 : 70586885 - 70653679",3.8066624897703196,"Very strong"
"ZFP30","CHOL","19",38104650,38183238,45,1,45,"19 : 38104650 - 38183238",3.8066624897703196,"Very strong"
"CDKN1B","CHOL","12",12838432,12875303,45,1,45,"12 : 12838432 - 12875303",3.8066624897703196,"Very strong"
"CYP4F12","CHOL","19",15783828,15807984,45,1,45,"19 : 15783828 - 15807984",3.8066624897703196,"Very strong"
"ENSG00000235620","CHOL","7",50314386,50315218,45,1,45,"7 : 50314386 - 50315218",3.8066624897703196,"Very strong"
"ENSG00000286191","CHOL","13",50946924,50961294,45,1,45,"13 : 50946924 - 50961294",3.8066624897703196,"Very strong"
"LINC02220","CHOL","5",12914180,13032998,45,1,45,"5 : 12914180 - 13032998",3.8066624897703196,"Very strong"
"LINC02817","CHOL","1",221503422,221509831,45,1,45,"1 : 221503422 - 221509831",3.8066624897703196,"Very strong"
"MCRIP2","CHOL","16",686817,698474,45,1,45,"16 : 686817 - 698474",3.8066624897703196,"Very strong"
"OR4A5","CHOL","11",51411378,51412448,45,1,45,"11 : 51411378 - 51412448",3.8066624897703196,"Very strong"
"AC067957.1","CHOL","2",45009185,45009269,45,1,45,"2 : 45009185 - 45009269",3.8066624897703196,"Very strong"
"CDH1","CHOL","16",68771195,68869440,45,1,45,"16 : 68771195 - 68869440",3.8066624897703196,"Very strong"
"ENSG00000266993","CHOL","1",52259606,52264826,45,1,45,"1 : 52259606 - 52264826",3.8066624897703196,"Very strong"
"ENSG00000278445","CHOL","13",103555689,103556350,45,1,45,"13 : 103555689 - 103556350",3.8066624897703196,"Very strong"
"FAM187B","CHOL","19",35715703,35719642,45,1,45,"19 : 35715703 - 35719642",3.8066624897703196,"Very strong"
"GALNT16","CHOL","14",69725994,69823750,45,1,45,"14 : 69725994 - 69823750",3.8066624897703196,"Very strong"
"TLCD4","CHOL","1",95582911,95663163,45,1,45,"1 : 95582911 - 95663163",3.8066624897703196,"Very strong"
"UAP1","CHOL","1",162531512,162571030,45,1,45,"1 : 162531512 - 162571030",3.8066624897703196,"Very strong"
"UBE2R2","CHOL","9",33817158,33920397,45,1,45,"9 : 33817158 - 33920397",3.8066624897703196,"Very strong"
"ENSG00000253238","CHOL","8",81178142,81396716,45,1,45,"8 : 81178142 - 81396716",3.8066624897703196,"Very strong"
"ENSG00000293195","CHOL","17",37400216,37407071,45,1,45,"17 : 37400216 - 37407071",3.8066624897703196,"Very strong"
"EPAS1","CHOL","2",46520806,46613836,45,1,45,"2 : 46520806 - 46613836",3.8066624897703196,"Very strong"
"HLA-DRB9","CHOL","6",32427598,32441277,45,1,45,"6 : 32427598 - 32441277",3.8066624897703196,"Very strong"
"RSPO3","CHOL","6",127439816,127520626,45,1,45,"6 : 127439816 - 127520626",3.8066624897703196,"Very strong"
"TM4SF1-AS1","CHOL","3",149095565,149104370,45,1,45,"3 : 149095565 - 149104370",3.8066624897703196,"Very strong"
"C10orf88","CHOL","10",124690417,124713827,45,1,45,"10 : 124690417 - 124713827",3.8066624897703196,"Very strong"
"LINC00917","CHOL","16",86365238,86383294,45,1,45,"16 : 86365238 - 86383294",3.8066624897703196,"Very strong"
"LINC02363","CHOL","4",185255445,185275130,45,1,45,"4 : 185255445 - 185275130",3.8066624897703196,"Very strong"
"LNCATV","CHOL","1",235093089,235105809,45,1,45,"1 : 235093089 - 235105809",3.8066624897703196,"Very strong"
"MGAT5","CHOL","2",134877554,135212192,45,1,45,"2 : 134877554 - 135212192",3.8066624897703196,"Very strong"
"OR8V1P","CHOL","11",55955855,55956727,45,1,45,"11 : 55955855 - 55956727",3.8066624897703196,"Very strong"
"SNX27","CHOL","1",151584482,151671567,45,1,45,"1 : 151584482 - 151671567",3.8066624897703196,"Very strong"
"C19orf38","CHOL","19",10947251,10980466,45,1,45,"19 : 10947251 - 10980466",3.8066624897703196,"Very strong"
"EDNRB-AS1","CHOL","13",78353858,78418280,45,1,45,"13 : 78353858 - 78418280",3.8066624897703196,"Very strong"
"ESYT2","CHOL","7",158523686,158622944,45,1,45,"7 : 158523686 - 158622944",3.8066624897703196,"Very strong"
"HOMER2","CHOL","15",83505698,83654905,45,1,45,"15 : 83505698 - 83654905",3.8066624897703196,"Very strong"
"PPP2R2A","CHOL","8",26149024,26230196,45,1,45,"8 : 26149024 - 26230196",3.8066624897703196,"Very strong"
"PRKD2","CHOL","19",47177532,47220384,45,1,45,"19 : 47177532 - 47220384",3.8066624897703196,"Very strong"
"PROX1-AS1","CHOL","1",213991094,214161851,45,1,45,"1 : 213991094 - 214161851",3.8066624897703196,"Very strong"
"SLC17A2","CHOL","6",25912982,25930919,45,1,45,"6 : 25912982 - 25930919",3.8066624897703196,"Very strong"
"SPECC1L","CHOL","22",24666785,24813707,45,1,45,"22 : 24666785 - 24813707",3.8066624897703196,"Very strong"
"ENSG00000230730","CHOL","2",28856148,28887406,45,1,45,"2 : 28856148 - 28887406",3.8066624897703196,"Very strong"
"FAM47E","CHOL","4",77135193,77204936,45,1,45,"4 : 77135193 - 77204936",3.8066624897703196,"Very strong"
"FUBP3","CHOL","9",133454352,133513739,45,1,45,"9 : 133454352 - 133513739",3.8066624897703196,"Very strong"
"HK1","CHOL","10",71029740,71161640,45,1,45,"10 : 71029740 - 71161640",3.8066624897703196,"Very strong"
"NTSR1","CHOL","20",61340188,61394123,45,1,45,"20 : 61340188 - 61394123",3.8066624897703196,"Very strong"
"SETDB2","CHOL","13",50018410,50069139,45,1,45,"13 : 50018410 - 50069139",3.8066624897703196,"Very strong"
"DLEC1P1","CHOL","3",38366728,38370561,45,1,45,"3 : 38366728 - 38370561",3.8066624897703196,"Very strong"
"ENSG00000284717","CHOL","8",8571565,8577046,45,1,45,"8 : 8571565 - 8577046",3.8066624897703196,"Very strong"
"GTF2IP11","CHOL","11",50060063,50062069,45,1,45,"11 : 50060063 - 50062069",3.8066624897703196,"Very strong"
"PLEKHG1","CHOL","6",150921019,151164801,45,1,45,"6 : 150921019 - 151164801",3.8066624897703196,"Very strong"
"RNU6-471P","CHOL","6",27564191,27564296,45,1,45,"6 : 27564191 - 27564296",3.8066624897703196,"Very strong"
"SORL1","CHOL","11",121323023,121504472,45,1,45,"11 : 121323023 - 121504472",3.8066624897703196,"Very strong"
"WDR1","CHOL","4",10069713,10118596,45,1,45,"4 : 10069713 - 10118596",3.8066624897703196,"Very strong"
"AC016727.1","CHOL","2",61782495,61782593,45,1,45,"2 : 61782495 - 61782593",3.8066624897703196,"Very strong"
"CIT","CHOL","12",120123596,120315124,45,1,45,"12 : 120123596 - 120315124",3.8066624897703196,"Very strong"
"ENSG00000293506","CHOL","1",52031202,52049428,45,1,45,"1 : 52031202 - 52049428",3.8066624897703196,"Very strong"
"MTTP","CHOL","4",100485238,100545154,45,1,45,"4 : 100485238 - 100545154",3.8066624897703196,"Very strong"
"SORCS2","CHOL","4",7194265,7744554,45,1,45,"4 : 7194265 - 7744554",3.8066624897703196,"Very strong"
